"T","Na","Na2","NaO","Na2O2","Na2SO4","O","O3","S","S2","S3","S4","S5","S6","S7","S8","SO","SO3","S2O","O2","SO2"
1822.19921875,-14.493504442664843,-24.233092742852314,-20.431654443376093,-29.020081071528566,-16.184750374133678,-21.213654741077928,-35.60910238888102,-31.860301771716095,-39.7979409410047,-58.66426433671444,-76.6939966622366,-100.68611503703517,-119.04999227539479,-139.0167798130189,-157.52937994535887,-23.066908419096723,-22.60141962199342,-38.0860689935017,-15.187852914335311,-15.184877987526804
1823.19921875,-14.483757867907583,-24.215818734992585,-20.416856418270292,-29.001782695155892,-16.177676784295876,-21.199828309730574,-35.58894749206041,-31.839822665622453,-39.772323222197926,-58.62768029983406,-76.64615866635458,-100.62775717183737,-118.98129502500386,-138.93666034603103,-157.43853704200484,-23.05133349099988,-22.589920766311103,-38.061992631233494,-15.178109807796645,-15.175120447102177
1824.19921875,-14.47402447734756,-24.198568409305334,-20.402078242930152,-28.983511155406237,-16.170619331791613,-21.186018363164212,-35.5688182353493,-31.819366217014863,-39.74673380784098,-58.591136598131875,-76.59837311691217,-100.56946307001435,-118.91267264592398,-138.85662805319225,-157.34779284629565,-23.03577700655269,-22.57843791134038,-38.03794401873766,-15.168379890766305,-15.165376046737787
1825.19921875,-14.46430425057521,-24.181341729469587,-20.387319886700727,-28.96526641241968,-16.163577995904255,-21.172224874920516,-35.54871457867929,-31.798932388338606,-39.721172650809876,-58.554633164584885,-76.55063992690864,-100.51123262585826,-118.84412501412571,-138.77668279015512,-157.25714719487297,-23.020238935773687,-22.566971032708526,-38.01392311060054,-15.158663142827406,-15.155644765941275
1826.19921875,-14.454597167226087,-24.164138659244834,-20.372581318994783,-28.94704842642443,-16.156552755963574,-21.15844781859923,-35.528636482070084,-31.778521142121484,-39.695639704084165,-58.51816993231715,-76.50295900953438,-100.45306573389296,-118.77565200585131,-138.69682441288836,-157.16659992473635,-23.004719248747385,-22.555520106096626,-37.989929861508244,-15.148959543608123,-15.145926584265629
1827.19921875,-14.444903206980932,-24.146959162470864,-20.357862509292755,-28.9288571577369,-16.149543591345775,-21.14468716785823,-35.50858390562961,-31.758132440973483,-39.67013492074689,-58.48174683459967,-76.4553302781701,-100.39496228887393,-118.70725349761459,-138.61705277767663,-157.07615087324263,-22.989217915624316,-22.544085107239756,-37.965964226246754,-15.139269072781804,-15.13622148130928
1828.19921875,-14.43522234956544,-24.12980320306759,-20.343163427142503,-28.910692566761313,-16.14255048147324,-21.13094289641311,-35.48855680955352,-31.7377662475867,-39.64465825398413,-58.44536380484995,-76.40775364638665,-100.33692218578743,-118.63892936619996,-138.53736774111962,-156.98579987810518,-22.973734906620805,-22.532666011926693,-37.94202615970147,-15.12959171006668,-15.126529436715833
1829.19921875,-14.42555457475012,-24.112670745034677,-20.328484042159097,-28.892554613989375,-16.13557340581469,-21.11721497803724,-35.46855515412499,-31.71742252473507,-39.61920965708498,-58.40902077663177,-76.36022902794464,-100.27894531985004,-118.57067948866217,-138.45776916013136,-156.89554677739284,-22.958270192018787,-22.521262795999796,-37.91811561685711,-15.119927435225792,-15.116850430173981
1830.19921875,-14.415899862350209,-24.09556175245133,-20.31382432402465,-28.87444326000015,-16.128612343884402,-21.103503386561464,-35.44857889971455,-31.697101235274026,-39.593789083440896,-58.37271768365451,-76.3127563367932,-100.22103158650762,-118.50250374232479,-138.3782568919388,-156.80539140952868,-22.942823742165544,-22.509875435354743,-37.89423255279716,-15.110276228066848,-15.107184441417372
1831.19921875,-14.406258192225554,-24.078476189476312,-20.29918424248812,-28.856358465459756,-16.121667275243,-21.089808095874016,-35.428628006779775,-31.676802342140448,-39.568396486545794,-58.33645445977285,-76.26533548707029,-100.16318088143521,-118.43440200478001,-138.29883079408137,-156.7153336132892,-22.927395527473635,-22.498503905940634,-37.87037692270384,-15.100638068442139,-15.097531450224524
1832.19921875,-14.396629544280415,-24.0614140203473,-20.284563767365107,-28.838300191121007,-16.1147381794962,-21.076129079920285,-35.408702435865024,-31.656525808352388,-39.54303181999557,-58.30023103898665,-76.21796639310193,-100.10539310053642,-118.36637415388832,-138.21949072441097,-156.62537322780426,-22.911985518420693,-22.487148183759555,-37.84654868185785,-15.09101293624833,-15.087891436418616
1833.19921875,-14.387013898463504,-24.044375209381208,-20.269962868537824,-28.820268397823604,-16.107825036295925,-21.06246631270279,-35.38880214760131,-31.636271597008815,-39.517695037487826,-58.264047355440184,-76.17064896940141,-100.04766813994218,-118.29842006777679,-138.1402365410891,-156.53551009255438,-22.89659368554924,-22.475808244866702,-37.82274778563794,-15.081400811426484,-15.078264379867521
1834.19921875,-14.37741123476765,-24.0273597209734,-20.25538151595465,-28.802263046493323,-16.10092782533929,-21.04881976828089,-35.36892710270597,-31.616039671289364,-39.49238609282167,-58.22790334342185,-76.12338313066914,-99.9900058960107,-118.23053962483897,-138.06106810258794,-156.44574404737125,-22.881219999466484,-22.464484065370048,-37.79897418952075,-15.071801673961772,-15.068650260483508
1835.19921875,-14.367821533229861,-24.01036751959792,-20.240819679630164,-28.78428409814221,-16.094046526368682,-21.035189420770706,-35.34907726198244,-31.59582999445429,-39.46710493989747,-58.19179893736402,-76.07616879179204,-99.93240626532692,-118.16273270373438,-137.98198526768886,-156.3560749324364,-22.865864430844198,-22.45317562143031,-37.77522784908061,-15.062215503883492,-15.059049058223266
1836.19921875,-14.35824477393111,-23.993398569807074,-20.226277329644873,-28.766331513868142,-16.087181119171937,-21.021575244344962,-35.32925258632009,-31.575642529843993,-39.44185153271637,-58.15573407184232,-76.02900586784293,-99.87486914470142,-118.09499918338709,-137.90298789548103,-156.26650258827982,-22.850526950418498,-22.441882889260697,-37.75150871998909,-15.052642281264864,-15.049460753087711
1837.19921875,-14.348680936996226,-23.97645283623122,-20.21175443614507,-28.74840525485462,-16.080331583581835,-21.00797721323275,-35.30945303669391,-31.55547724087908,-39.4166258253804,-58.11970868157548,-75.98189427408023,-99.81739443117046,-118.0273389429859,-137.8240758453619,-156.17702685577996,-22.83520752898972,-22.430605845126927,-37.72781675801497,-15.043081986222937,-15.039885325121876
1838.19921875,-14.339130002593723,-23.95953028357851,-20.197250969342527,-28.730505282370416,-16.073497899475953,-20.9943953017195,-35.28967857416417,-31.53533409105993,-39.39142777209185,-58.08372270142491,-75.93483392594746,-99.7599820219947,-117.95975186198288,-137.74524897703498,-156.08764757616183,-22.81990613742218,-22.41934446534685,-37.704151919023786,-15.033534598918417,-15.030322754414753
1839.19921875,-14.329591950935832,-23.94263087663486,-20.182766899514544,-28.71263155776974,-16.06668004677702,-20.980829484146746,-35.2699291598765,-31.515213043966575,-39.366257327153136,-58.047776066394206,-75.88782473907236,-99.70263181465906,-117.89223782009306,-137.66650715050994,-155.99836459099646,-22.804622746644068,-22.40809872629058,-37.680514158977644,-15.024000099555666,-15.020773021099295
1840.19921875,-14.320066762278223,-23.92575458026355,-20.168302197003534,-28.69478404249149,-16.059878005452354,-20.967279734911973,-35.25020475506135,-31.49511406325849,-39.34111444496655,-58.01186871162903,-75.84086662926705,-99.64534370687213,-117.8247966972938,-137.58785022610147,-155.90917774220048,-22.78935732764726,-22.396868604380195,-37.65690343393506,-15.014478468382473,-15.011236105352182
1841.19921875,-14.310554416919956,-23.908901359405114,-20.153856832217038,-28.676962698059377,-16.05309175551384,-20.95374602846851,-35.23050532103396,-31.475037112674336,-39.315999080034025,-57.97600057241629,-75.79395951252694,-99.58811759656527,-117.75742837382366,-137.50927806442837,-155.82008687203424,-22.774109851487076,-22.385654076089555,-37.63331970005049,-15.004969685689977,-15.001711987393753
1842.19921875,-14.301054895203402,-23.89207117907708,-20.13943077562744,-28.65916748608161,-16.04632127701801,-20.94022833932536,-35.21083081919403,-31.454982156031843,-39.29091118695683,-57.94017158418432,-75.74710330503063,-99.53095338189222,-117.69013273018216,-137.43079052641323,-155.7310918231018,-22.75888028928227,-22.374455117944393,-37.60976291357433,-14.995473731812579,-14.992200647487909
1843.19921875,-14.291568177513934,-23.875264004373676,-20.12502399777166,-28.64139836825035,-16.039566550065366,-20.926726642046972,-35.19118121102535,-31.434949157227408,-39.26585072043516,-57.90438168250196,-75.70029792313912,-99.47385096122846,-117.62290964712888,-137.35238747328094,-155.64219243834918,-22.743668612214613,-22.36327170652173,-37.58623303085232,-14.985990587127667,-14.98270206594185
1844.19921875,-14.282094244280092,-23.85847980046583,-20.110636469251318,-28.62365530634206,-16.032827554800892,-20.913240911253226,-35.17155645809592,-31.414938080236162,-39.24081763526824,-57.86863080307871,-75.65354328339578,-99.41681023317082,-117.55575900568299,-137.27406876655849,-155.55338856106454,-22.728474791529027,-22.352103818450278,-37.56273000832576,-14.976520232055746,-14.973216223106206
1845.19921875,-14.272633075973282,-23.841718532600837,-20.096268160732308,-28.605938262216917,-16.026104271413775,-20.899771121619214,-35.15195652205749,-31.39494888911142,-39.21581188635356,-57.83291888176368,-75.60683930252517,-99.35983109653641,-117.48868068712171,-137.1958342680736,-155.4646800348758,-22.713298798533113,-22.340951430409962,-37.53925380253072,-14.967062647060159,-14.963743099374753
1846.19921875,-14.263184653107693,-23.824980166102158,-20.081919042944676,-28.588247197818546,-16.01939668013717,-20.886317247875024,-35.13238136464532,-31.374981547984852,-39.190833428687185,-57.797245854546084,-75.56018589743343,-99.30291345036275,-117.42167457298123,-137.11768383995462,-155.37606670375152,-22.69814060459727,-22.329814519131872,-37.51580437009831,-14.957617812646996,-14.95428267518433
1847.19921875,-14.253748956240102,-23.808264666369006,-20.067589086682332,-28.570582075173746,-16.012704761247672,-20.872879264805714,-35.11283094767791,-31.35503602106592,-39.16588221736296,-57.761611657554184,-75.513582985207,-99.24605719390637,-117.35474054505457,-137.03961734462916,-155.2875484119984,-22.683000181154267,-22.318693061398005,-37.492381667753996,-14.948185709364912,-14.944834931014654
1848.19921875,-14.244325965969988,-23.79157199887669,-20.053278262803158,-28.552942856392747,-16.00602849506624,-20.859457147251106,-35.09330523305708,-31.335112272641894,-39.14095820757256,-57.72601622705507,-75.46703048311252,-99.1892622266429,-117.28787848539137,-136.96163464482336,-155.19912500426108,-22.667877499699237,-22.30758703404142,-37.46898565231753,-14.938766317805213,-14.935399847388412
1849.19921875,-14.234915662939127,-23.7749021291757,-20.03898654222853,-28.535329503668216,-15.999367861956904,-20.846050870105568,-35.07380418276729,-31.315210267077603,-39.11606135460525,-57.6904594994546,-75.42052830859652,-99.1325284482663,-117.22108827629756,-136.88373560356155,-155.11079632552162,-22.652772531789488,-22.296496413945746,-37.44561628070288,-14.929359618601481,-14.925977404870887
1850.19921875,-14.225518027831722,-23.7582550228921,-20.024713895943375,-28.517741979275755,-15.992722842327602,-20.83266040831802,-35.05432775887585,-31.295329968815125,-39.09119161384738,-57.65494141129656,-75.3740763792845,-99.07585575868787,-117.1543698003341,-136.805920084165,-155.02256222109781,-22.63768524904428,-22.285421178045365,-37.42227350991759,-14.919965592429685,-14.916567584070068
1851.19921875,-14.21613304137413,-23.741630645727053,-20.010460294995852,-28.50018024557328,-15.986093416629538,-20.81928573689167,-35.03487592353236,-31.275471342373702,-39.06634894078235,-57.61946189926269,-75.32767461298081,-99.01924405803624,-117.0877229403167,-136.72818795025097,-154.93442253664276,-22.62261562314473,-22.27436130332504,-37.39895729706283,-14.910584220007927,-14.9071703656364
1852.19921875,-14.206760684334796,-23.725028963456488,-19.996225710497196,-28.482644265000722,-15.979479565357043,-20.80592683088387,-35.01544863896867,-31.255634352349517,-39.0415332909903,-57.58402090017211,-75.281322927668,-98.96269324665666,-117.02114757931506,-136.6505390657328,-154.8463771181441,-22.60756362583359,-22.263316766819926,-37.37566759933302,-14.90121548209635,-14.897785730262692
1853.19921875,-14.197400937524108,-23.708449941931136,-19.982010113621627,-28.46513400008004,-15.972881269047617,-20.792583665406013,-34.99604586749855,-31.23581896341542,-39.01674462014785,-57.548618350981094,-75.23502124150653,-98.90620322511027,-116.9546436006523,-136.57297329481827,-154.7584258119228,-22.592529228915065,-22.252287545615268,-37.35240437401572,-14.891859359497015,-14.888413658684003
1854.19921875,-14.188053781794387,-23.69189354707632,-19.967813475606093,-28.447649413414965,-15.966298508282055,-20.779256215623363,-34.97666757151761,-31.216025140320774,-38.991982884027784,-57.51325418878257,-75.1887694728341,-98.84977389417362,-116.88821088790405,-136.49549050200918,-154.67056846463248,-22.57751240425479,-22.241273616846513,-37.32916757849118,-14.88251583305389,-14.87905413167762
1855.19921875,-14.178719198039673,-23.675359744891544,-19.953635767750203,-28.430190467690757,-15.959731263683826,-20.765944456754934,-34.957313713502955,-31.196252847891245,-38.96724803849889,-57.477928350805826,-75.14256754016523,-98.79340515483808,-116.82184932489797,-136.41809055210047,-154.58280492325838,-22.56251312377948,-22.230274957698988,-37.305957170232205,-14.873184883652614,-14.86970713006283
1856.19921875,-14.169397167195562,-23.658848501450414,-19.939476961415846,-28.412757125673686,-15.953179515919066,-20.75264836407332,-34.93798425601292,-31.17650205102862,-38.942540039525625,-57.442640774416205,-75.09641536219094,-98.73709690830925,-116.7555587957131,-136.34077331017988,-154.4951350351169,-22.547531359476878,-22.219291545407767,-37.28277310680399,-14.86386649222037,-14.8603726347008
1857.19921875,-14.160087670239285,-23.642359782900527,-19.925337028027315,-28.395349350211383,-15.946643245696986,-20.739367912904537,-34.9186791616871,-31.156772714710513,-38.917858843167885,-57.407391397114495,-75.05031285777802,-98.68084905600641,-116.68933918467869,-136.2635386416261,-154.4075586478539,-22.532567083395573,-22.208323357257708,-37.25961534586368,-14.854560639725936,-14.851050626494626
1858.19921875,-14.15079068818936,-23.62589355546306,-19.91121593907087,-28.377967104231992,-15.940122433768899,-20.726103078627915,-34.89939839324575,-31.137064803990334,-38.89320440558082,-57.372180156537034,-75.00425994596893,-98.62466149956218,-116.6231903763746,-136.1863864121092,-154.32007560944493,-22.51762026764481,-22.19737037058303,-37.23648384516029,-14.845267307179348,-14.841741086388991
1859.19921875,-14.141506202105674,-23.60944978543276,-19.89711366609471,-28.3606103507445,-15.933617060928743,-20.712853836675926,-34.88014191348987,-31.1173782839969,-38.86857668301451,-57.33700699045496,-74.95825654598096,-98.56853414082163,-116.55711225562982,-136.10931648758952,-154.23268576819345,-22.502690884394376,-22.186432562767486,-37.213378562534416,-14.83598647563198,-14.832443995370257
1860.19921875,-14.132234193089307,-23.593028439177708,-19.88303018070886,-28.343279052838277,-15.927127108013194,-20.699620162534064,-34.86090968530102,-31.09771311993436,-38.843975631813734,-57.30187183677395,-74.91230257720603,-98.51246688184187,-116.49110470752186,-136.03232873431645,-154.14538897273027,-22.487778905874414,-22.175509911244102,-37.19029945591803,-14.826718126176361,-14.823159334466277
1861.19921875,-14.122974642282294,-23.57662948313893,-19.86896545458476,-28.325973173682556,-15.920652555900293,-20.686402031740684,-34.8417016716407,-31.078069277081987,-38.81940120841772,-57.266774633533984,-74.86639795921022,-98.45645962489144,-116.42516761737649,-135.9554230188282,-154.0581850720133,-22.472884304375256,-22.16460239349489,-37.16724648333407,-14.817462239945971,-14.813887084746199
1862.19921875,-14.113727530867768,-23.560252883830533,-19.854919459455445,-28.30869267652697,-15.914193385511023,-20.67319941988689,-34.82251783555067,-31.058446720793828,-38.79485336935984,-57.231715318908755,-74.82054261173292,-98.40051227244967,-116.3593008707666,-135.8785992079504,-153.97107391532506,-22.458007052247247,-22.15370998705111,-37.144219602896406,-14.808218798115325,-14.804627227320541
1863.19921875,-14.104492840069582,-23.543898607839125,-19.840892167115022,-28.2914375247004,-15.907749577807689,-20.660012302616295,-34.80335814015227,-31.03884541649876,-38.770332071267504,-57.19669383120564,-74.77473645468706,-98.34462472720662,-116.29350435351208,-135.80185716879652,-153.88405535227395,-22.443147121900623,-22.14283266949265,-37.12121877280951,-14.798987781899651,-14.795379743340886
1864.19921875,-14.09527055115241,-23.527566621824043,-19.826883549418792,-28.274207681611678,-15.901321113794983,-20.646840655625027,-34.784222548646525,-31.019265329700126,-38.745837270861834,-57.16171010886511,-74.72897940815817,-98.288796892062,-116.2277779516788,-135.72519676876576,-153.79712923279206,-22.428304485805374,-22.131970418448343,-37.09824395136829,-14.78976917255497,-14.786144613999944
1865.19921875,-14.086060645421476,-23.5112568925167,-19.812893578282896,-28.257003110748535,-15.894907974518913,-20.633684454661473,-34.76511102431374,-30.999706425975525,-38.72136892495739,-57.1267640904605,-74.68327139240407,-98.23302867012461,-116.16212155157825,-135.64861787554338,-153.71029540713442,-22.41347911649101,-22.12112321159548,-37.07529509695773,-14.780562951377805,-14.776921820531292
1866.19921875,-14.076863104222532,-23.494969386720676,-19.798922225684198,-28.23982377567797,-15.888510141067334,-20.62054367552621,-34.7460235305134,-30.980168670976653,-38.696926990461826,-57.0918557146974,-74.63761232785413,-98.17731996471208,-116.09653503976618,-135.57212035709895,-153.62355372587817,-22.39867098654641,-22.110291026659866,-37.0523721680526,-14.77136909970521,-14.767711344209365
1867.19921875,-14.067677908941786,-23.47870407131162,-19.784969463660264,-28.222669640045886,-15.88212759456974,-20.6074182940718,-34.7269600306839,-30.960652030429195,-38.672511424376,-57.05698492041385,-74.5920021351096,-98.12167067935039,-116.03101830304334,-135.49570408168682,-153.5369040399226,-22.383880068619803,-22.099473841415783,-37.02947512321758,-14.762187598914636,-14.758513166349365
1868.19921875,-14.058505041005644,-23.462460913236594,-19.771035264308892,-28.20554066757664,-15.875760316196727,-20.594308286202683,-34.70792048834224,-30.941156470132483,-38.64812218379334,-57.022151646579424,-74.54644073494222,-98.06608071777289,-115.9655712284534,-135.41936891784434,-153.45034620048713,-22.369106335418387,-22.08867163368563,-37.0066039211066,-14.753018430423719,-14.749327268307017
1869.19921875,-14.049344481880787,-23.446239879514522,-19.75711959978832,-28.188436822073264,-15.869408287160523,-20.58121362787508,-34.68890486708412,-30.921681955959393,-38.62375922589976,-56.987355832295215,-74.5009280482943,-98.01054998392024,-115.90019370328304,-135.34311473439132,-153.36388005911078,-22.35434975970839,-22.077884381339896,-36.983758520462835,-14.743861575690353,-14.740153631478668
1870.19921875,-14.040196213073864,-23.430040937235308,-19.743222442316714,-28.17135806741675,-15.86307148871425,-20.568134295096726,-34.669913130583296,-30.902228453856083,-38.599422507973465,-56.95259741679329,-74.45546399627834,-97.95507838193932,-115.83488561506117,-135.26694140042986,-153.27750546765202,-22.339610314314733,-22.067112062297074,-36.960938880118405,-14.734717016212354,-14.730992237300935
1871.19921875,-14.031060216131607,-23.41386405356028,-19.7293437641723,-28.154304367566347,-15.856749902152325,-20.555070263926954,-34.65094524259179,-30.88279592984191,-38.57511198738466,-56.9178763394367,-74.4100485001762,-97.89966581618336,-115.76964685155876,-135.19084878534306,-153.1912222782871,-22.324887972121026,-22.056354654523574,-36.9381449589942,-14.725584733527603,-14.721843067250866
1872.19921875,-14.021936472640508,-23.397709195721525,-19.715483537692922,-28.137275686558816,-15.850443508810043,-20.542021510476296,-34.632001166939354,-30.863384350009177,-38.55082762159536,-56.88319253971875,-74.36468148143925,-97.84431219121102,-115.70447730078737,-135.11483675879464,-153.10503034351,-22.31018270606934,-22.045612136033416,-36.9153767160996,-14.716464709213714,-14.712706102845596
1873.19921875,-14.012824964226798,-23.381576331021876,-19.701641735276116,-28.120271988508655,-15.844152290063402,-20.528988010906488,-34.61308086753339,-30.8439936805228,-38.5265693681589,-56.848545957262665,-74.31936286168704,-97.78901741178576,-115.63937685099884,-135.03890519072752,-153.01892951613036,-22.295494489159967,-22.034884484888167,-36.89263411053213,-14.707356924888025,-14.703581325642341
1874.19921875,-14.003725672556486,-23.365465426834927,-19.687818329378928,-28.10329323760791,-15.837876227329582,-20.515969741430382,-34.59418430835892,-30.824623887620408,-38.50233718472016,-56.81393653182169,-74.27409256270784,-97.73378138287543,-115.57434539068524,-134.96305395136432,-152.93291964927425,-22.280823294451512,-22.02417167919711,-36.86991710147757,-14.698261362207608,-14.694468717238426
1875.19921875,-13.994638579334918,-23.349376450604304,-19.674013292517483,-28.08633939812534,-15.831615302065847,-20.502966678311687,-34.57531145347793,-30.80527493761194,-38.478131029014925,-56.77936420327822,-74.22887050645745,-97.67860400965192,-115.5093828085773,-134.88728291120532,-152.84700059638214,-22.266169095060437,-22.013473697116524,-36.847225648209275,-14.689178002868855,-14.68536825927085
1876.19921875,-13.985563666307012,-23.33330936984403,-19.660226597267197,-28.06941043440697,-15.82536949577027,-20.489978797864868,-34.556462267029644,-30.78594679687947,-38.45395085886979,-56.744828911643886,-74.18369661505935,-97.62348519749048,-115.4444889936447,-134.8115919410286,-152.76117221120887,-22.251531864161155,-22.002790516850208,-36.82455971008835,-14.680106828607707,-14.67627993341653
1877.19921875,-13.97650091525692,-23.317264152138065,-19.646458216262367,-28.052506310875515,-15.819138789981352,-20.477006076455112,-34.53763671322999,-30.766639431877117,-38.42979663220194,-56.71033059705888,-74.13857081080374,-97.56842485196901,-115.37966383509466,-134.73598091188924,-152.6754343478222,-22.236911574985747,-21.992122116648858,-36.801919246563145,-14.671047821199322,-14.66720372139197
1878.19921875,-13.967450308008079,-23.3012407651402,-19.632708122196167,-28.035626992030295,-15.81292316627788,-20.46404849049805,-34.518834756371625,-30.747352809130703,-38.40566830701883,-56.675869199791734,-74.09349301614728,-97.51342287886753,-115.3149072223716,-134.6604496951178,-152.58978686060203,-22.222308200823818,-21.98146847481018,-36.779304217169084,-14.662000962458098,-14.658139604953286
1879.19921875,-13.958411826422973,-23.28523917657368,-19.618976287820303,-28.018772442446743,-15.80672260627872,-20.45110601645966,-34.50005636082348,-30.728086895237794,-38.381565841418144,-56.641444660239266,-74.048463153713,-97.45847918416835,-115.25021904515715,-134.58499816232091,-152.50422960424044,-22.2077217150224,-21.970829569678795,-36.75671458152864,-14.652966234237478,-14.649087565896
1880.19921875,-13.949385452403083,-23.269259354231277,-19.605262685945014,-28.001942626776486,-15.800537091642866,-20.438178630856207,-34.481301491030734,-30.708841656867268,-38.357489193587355,-56.60705691892579,-74.00348114628946,-97.40359367405472,-115.18559919336847,-134.50962618537977,-152.41876243374008,-22.193152090985805,-21.960205379645906,-36.73415029935085,-14.643943618429864,-14.64004758605498
1881.19921875,-13.940371167888848,-23.25330126597506,-19.59156728943892,-27.98513750974722,-15.794366604069404,-20.42526631025403,-34.46257011151465,-30.68961706075926,-38.333438321803506,-56.57270591650304,-73.95854691683033,-97.34876625491047,-115.12104755715829,-134.4343336364488,-152.33338520441308,-22.178599302175357,-21.949595883149478,-36.71161133043114,-14.634933096966598,-14.631019647304399
1882.19921875,-13.931368954859423,-23.237364879735914,-19.5778900712287,-27.96835705616212,-15.788211125297073,-20.412369031269463,-34.44386218687215,-30.670413073724994,-38.30941318443322,-56.53839159374998,-73.91366038845432,-97.29399683332004,-115.05656402691443,-134.3591203879568,-152.24809777188162,-22.164063322109413,-21.939001058673803,-36.68909763465126,-14.62593465181772,-14.62200373155751
1883.19921875,-13.922378795332701,-23.221450163513857,-19.564231004299156,-27.951601230900053,-15.782070637104646,-20.399486770568608,-34.425177681775835,-30.65122966264649,-38.28541373993205,-56.504113891572004,-73.86882148444427,-97.23928531606715,-114.99214849325863,-134.28398631260438,-152.1628999920755,-22.14954412436306,-21.928420884749578,-36.66660917197886,-14.61694826499198,-14.612999820766653
1884.19921875,-13.913400671365142,-23.20555708537735,-19.550590061692887,-27.934869998915055,-15.775945121310306,-20.386619504867344,-34.40651656097369,-30.632066794476493,-38.26143994684469,-56.469872751001105,-73.82403012824722,-97.18463161013499,-114.92780084704631,-134.20893128336417,-152.0777917212325,-22.135041682568108,-21.917855339953732,-36.6441459024675,-14.60797391853667,-14.604007896923088
1885.19921875,-13.904434565051679,-23.189685613463464,-19.536967216510185,-27.918163325236296,-15.769834559771851,-20.373767210931085,-34.38787878928888,-30.612924436238185,-38.23749176380439,-56.43566811319521,-73.77928624347345,-97.13003562270514,-114.86352097936592,-134.13395517347982,-151.99277281589693,-22.120555970412767,-21.907304402909283,-36.62170778625598,-14.599011594537536,-14.59502794205692
1886.19921875,-13.895480458525633,-23.17383571597756,-19.523362441908972,-27.901481174967913,-15.76373893438678,-20.360929865574676,-34.36926433161955,-30.59380255502512,-38.21356914953298,-56.401499919438265,-73.73458975389667,-97.07549726115758,-114.79930878153864,-134.05905785646593,-151.90784313291945,-22.106086961641726,-21.89676805228533,-36.59929478356884,-14.590061275118702,-14.586059938236998
1887.19921875,-13.886538333958534,-23.158007361192944,-19.50977571110439,-27.88482351328848,-15.757658227091216,-20.34810744566226,-34.35067315293856,-30.574701118000924,-38.18967206284047,-56.36736811113928,-73.68994058345305,-97.02101643306976,-114.73516414511703,-133.98423920610614,-151.82300252945555,-22.091634630055758,-21.88624626679659,-36.57690685471533,-14.581122942442459,-14.577103867570743
1888.19921875,-13.87760817356018,-23.1422005174511,-19.49620699736901,-27.86819030545137,-15.751592419861447,-20.335299928107172,-34.33210521829351,-30.555620092399202,-38.165800462624965,-56.33327262983256,-73.64533865624115,-96.96659304621646,-114.67108696188505,-133.90949909645374,-151.73825086296554,-22.077198949511804,-21.87573902520383,-36.554543960089894,-14.572196578709372,-14.568159712204226
1889.19921875,-13.868689959578376,-23.126415153161126,-19.482656274032365,-27.851581516784094,-15.745541494712105,-20.3225072898718,-34.313560492806275,-30.536559445523245,-38.1419543078722,-56.299213417177036,-73.60078389652111,-96.91222700856869,-114.6070771238571,-133.8348374018299,-151.6535879912127,-22.062779893922595,-21.865246306313228,-36.53220606017132,-14.563282166157954,-14.559227454321858
1890.19921875,-13.85978367429891,-23.110651236799775,-19.469123514481016,-27.834997112688306,-15.7395054336974,-20.30972950796744,-34.295038941673006,-30.517519144745993,-38.11813355765564,-56.265190414956244,-73.55627622871496,-96.85791822829397,-114.54313452327798,-133.7602539968239,-151.56901377226396,-22.048377437256768,-21.854768088976574,-36.509893115523155,-14.554379687064726,-14.550307076146447
1891.19921875,-13.85088930004537,-23.094908736910945,-19.455608692158144,-27.818437058639333,-15.733484218909906,-20.296966559454113,-34.27654053016367,-30.49849915750977,-38.094338171136,-56.23120356507786,-73.51181557740534,-96.80366661375517,-114.47925905262193,-133.68574875629184,-151.48452806448796,-22.033991553538474,-21.844304352090912,-36.48760508679296,-14.545489123743954,-14.54139855993894
1892.19921875,-13.842006819179211,-23.07918762210611,-19.442111780563753,-27.80190132018653,-15.727477832481533,-20.28421842144057,-34.25806522362227,-30.479499451326067,-38.07056810756117,-56.19725280957322,-73.46740186733574,-96.7494720735105,-114.41545060459165,-133.61132155535603,-151.40013072655458,-22.019622216847402,-21.83385507459874,-36.465341934712384,-14.536610458547772,-14.532501887998547
1893.19921875,-13.833136214099445,-23.063487861063404,-19.428632753254142,-27.785389862952425,-15.721486256582462,-20.271485071084054,-34.239612987466224,-30.460519993775428,-38.04682332626581,-56.16333809059719,-73.42303502340965,-96.69533451631253,-114.35170907211828,-133.53697226940432,-151.3158216174342,-22.00526940131852,-21.823420235487497,-36.443103620096785,-14.527743673865848,-14.523617042662405
1894.19921875,-13.82427746724273,-23.047809422528104,-19.415171583842106,-27.768902652633145,-15.715509473421942,-20.2587664855902,-34.22118378718643,-30.44156075250728,-38.023103786671385,-56.12945935042794,-73.37871497069051,-96.64125385110808,-114.28803434836094,-133.46270077408985,-151.2316005963974,-21.99093308114207,-21.812999813789876,-36.420890103845245,-14.518888752125468,-14.51474400630567
1895.19921875,-13.81543056108309,-23.03215227531191,-19.40172824599644,-27.752439654997552,-15.709547465247118,-20.24606264221292,-34.202777588346954,-30.422621695239684,-37.99940944828567,-56.09561653146628,-73.33444163440099,-96.58722998703747,-114.22442632670538,-133.38850694532985,-151.1474675230132,-21.97661323056322,-21.802593788583255,-36.39870134694003,-14.510045675791275,-14.505882761341248
